row,case_id,api,dashboard_status,acceptance_status,evidence_grade,stage,manual_code_category,manual_operator,manual_line,manual_match_method,code_match,code_paths,reason,next
65,OP-INTERLEAVE-ROPE-001,torch_npu.npu_interleave_rope,accepted,pass,provisional_reference,ms_ops_pytest,matched_manual_and_code,npu_interleave_rope_op,61,exact,yes,../ms_ops/custom_ops/config/aclnn_ops.yaml;../ms_ops/docs/operators/npu_interleave_rope.md;../ms_ops/docs/operators/supported_operators.md;../ms_ops/docs/operators/supported_operators_CN.md;../ms_ops/tests/operators/aclnn/test_npu_interleave_rope_op.py,Refreshed remote ms_ops pytest file tests/operators/aclnn/test_npu_interleave_rope_op.py completed successfully in the rope/norm batch; aggregate batch result was 13 passed.,Promote to migration_evidence only after dashboard golden/actual artifacts are collected and compared for this operator.
66,OP-KV-RMSNORM-ROPE-CACHE-001,torch_npu.npu_kv_rmsnorm_rope_cache,accepted,pass,provisional_reference,ms_ops_pytest,matched_manual_and_code,npu_kv_rmsnorm_rope_cache_op,53,exact,yes,../ms_ops/custom_ops/config/aclnn_ops.yaml;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_kv_rmsnorm_rope_cache_op.cpp;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_kv_rmsnorm_rope_cache_op.h;../ms_ops/docs/operators/npu_kv_rmsnorm_rope_cache_op.md;../ms_ops/docs/operators/supported_operators.md;../ms_ops/docs/operators/supported_operators_CN.md;../ms_ops/tests/operators/aclnn/test_npu_kv_rmsnorm_rope_cache_op.py,"ms_ops tests/operators/aclnn/test_npu_kv_rmsnorm_rope_cache_op.py reported 8 passed on the refreshed remote ms_ops checkout; the process also logged an Ascend lazy async copy/device error during exit, so this remains provisional reference evidence.",Rerun with blocking/device diagnostics if the post-exit Ascend async copy error must be resolved before dashboard golden/actual collection.
67,OP-LIGHTNING-INDEXER-001,torch_npu.npu_lightning_indexer,blocked,fail,provisional_reference,ms_ops_pytest_rerun,matched_manual_and_code,npu_lightning_indexer_op,158,exact,yes,../ms_ops/custom_ops/config/aclnn_ops.yaml;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_lightning_indexer_enhance_op.cpp;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_lightning_indexer_enhance_op.h;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_lightning_indexer_op.cpp;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_lightning_indexer_op.h;../ms_ops/docs/operators/npu_lightning_indexer.md;../ms_ops/docs/operators/npu_lightning_indexer_enhance.md;../ms_ops/docs/operators/npu_quant_lightning_indexer.md,"After latest ms_ops git pull, tests/operators/aclnn/test_npu_lightning_indexer_op.py still fails: MindSpore output matches expected and torch_out, but torch_npu torch_values shape is (1, 2, 1, 16) while the test expects an empty shape (0,).",Clarify whether torch_npu now returns non-empty values for this scenario or the test expectation should be updated; then rerun pytest and collect dashboard golden/actual artifacts.
68,OP-MHC-POST-001,torch_npu.npu_mhc_post,accepted,pass,provisional_reference,ms_ops_pytest_rerun,matched_manual_and_code,npu_mhc_post_op,148,exact,yes,../ms_ops/custom_ops/config/aclnn_ops.yaml;../ms_ops/docs/operators/npu_mhc_post.md;../ms_ops/docs/operators/supported_operators.md;../ms_ops/docs/operators/supported_operators_CN.md;../ms_ops/tests/operators/aclnn/test_npu_mhc_post_op.py,"After refreshing ms_ops, remote pytest tests/operators/aclnn/test_npu_mhc_post_op.py completed with 1 passed and 1 skipped case(s). Dashboard golden/actual artifacts still need regeneration before upgrading to migration_evidence.","Review skipped pytest scenarios if coverage is required, then regenerate dashboard golden/actual/metadata artifacts and rerun compare_outputs.py for migration_evidence."
69,OP-MHC-PRE-001,torch_npu.npu_mhc_pre,accepted,pass,provisional_reference,ms_ops_pytest_rerun,matched_manual_and_code,npu_mhc_pre_op,147,exact,yes,../ms_ops/custom_ops/config/aclnn_ops.yaml;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_mhc_pre_op.cpp;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_mhc_pre_op.h;../ms_ops/docs/operators/npu_mhc_pre.md;../ms_ops/docs/operators/supported_operators.md;../ms_ops/docs/operators/supported_operators_CN.md;../ms_ops/tests/operators/aclnn/test_npu_mhc_pre_op.py,"After refreshing ms_ops, remote pytest tests/operators/aclnn/test_npu_mhc_pre_op.py completed with 1 passed and 1 skipped case(s). Dashboard golden/actual artifacts still need regeneration before upgrading to migration_evidence.","Review skipped pytest scenarios if coverage is required, then regenerate dashboard golden/actual/metadata artifacts and rerun compare_outputs.py for migration_evidence."
70,OP-MHC-SINKHORN-001,torch_npu.npu_mhc_sinkhorn,accepted,pass,provisional_reference,ms_ops_pytest_rerun,matched_manual_and_code,npu_mhc_sinkhorn_op,149,exact,yes,../ms_ops/custom_ops/config/aclnn_ops.yaml;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_mhc_sinkhorn_op.cpp;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_mhc_sinkhorn_op.h;../ms_ops/docs/operators/npu_mhc_sinkhorn.md;../ms_ops/docs/operators/supported_operators.md;../ms_ops/docs/operators/supported_operators_CN.md;../ms_ops/tests/operators/aclnn/test_npu_mhc_sinkhorn_op.py,"After refreshing ms_ops, remote pytest tests/operators/aclnn/test_npu_mhc_sinkhorn_op.py completed with 1 passed and 2 skipped case(s). Dashboard golden/actual artifacts still need regeneration before upgrading to migration_evidence.","Review skipped pytest scenarios if coverage is required, then regenerate dashboard golden/actual/metadata artifacts and rerun compare_outputs.py for migration_evidence."
71,OP-MLA-PROLOG-V3-001,torch_npu.npu_mla_prolog_v3,blocked,blocked,tool_contract_only,ms_ops_pytest_rerun,matched_manual_and_code,npu_mla_prolog_v3_op,76,exact,yes,../ms_ops/custom_ops/config/aclnn_ops.yaml;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_mla_prolog_v3_op.cpp;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_mla_prolog_v3_op.h;../ms_ops/docs/operators/npu_mla_prolog_v3.md;../ms_ops/docs/operators/supported_operators.md;../ms_ops/docs/operators/supported_operators_CN.md;../ms_ops/tests/operators/aclnn/test_npu_mla_prolog_v3_op.py,"After latest ms_ops git pull, tests/operators/aclnn/test_npu_mla_prolog_v3_op.py still fails: 1 failed and 1 passed in the stale-case rerun. test_default_bf16_output_shapes fails at Tensor.asnumpy() because aclnnMlaPrologV3WeightNzGetWorkspaceSize rejects INT8/ND weights/cache; CANN supported signatures require FRACTAL_NZ weights and matching optional inputs.","Fix npu_mla_prolog_v3 test/operator input layout and optional argument set to match CANN supported signatures, then rerun pytest and dashboard artifact collection."
72,OP-MOE-COMPUTE-EXPERT-TOKENS-001,torch_npu.npu_moe_compute_expert_tokens,accepted,pass,provisional_reference,ms_ops_pytest_rerun,matched_manual_and_code,npu_moe_compute_expert_tokens_op,26,exact,yes,../ms_ops/custom_ops/config/aclnn_ops.yaml;../ms_ops/docs/operators/npu_moe_compute_expert_tokens.md;../ms_ops/docs/operators/supported_operators.md;../ms_ops/docs/operators/supported_operators_CN.md;../ms_ops/tests/operators/aclnn/test_npu_moe_compute_expert_tokens_op.py,"After refreshing ms_ops, remote pytest tests/operators/aclnn/test_npu_moe_compute_expert_tokens_op.py passed again. Dashboard golden/actual artifacts still need regeneration before upgrading to migration_evidence.",Regenerate dashboard golden/actual/metadata artifacts and rerun compare_outputs.py for migration_evidence.
74,OP-MOE-DISTRIBUTE-COMBINE-V2-001,torch_npu.npu_moe_distribute_combine_v2,accepted,pass,provisional_reference,ms_ops_pytest_rerun,matched_manual_and_code,npu_moe_distribute_combine_v2_op,27,exact,yes,../ms_ops/custom_ops/config/aclnn_ops.yaml;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_moe_distribute_combine_v2_op.cpp;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_moe_distribute_combine_v2_op.h;../ms_ops/docs/operators/npu_moe_distribute_combine_v2.md;../ms_ops/docs/operators/npu_moe_distribute_dispatch_v2.md;../ms_ops/docs/operators/supported_operators.md;../ms_ops/docs/operators/supported_operators_CN.md;../ms_ops/tests/operators/aclnn/_moe_distribute_test_utils.py,"After refreshing ms_ops, remote pytest tests/operators/aclnn/test_npu_moe_distribute_combine_v2_op.py passed again. Dashboard golden/actual artifacts still need regeneration before upgrading to migration_evidence.",Regenerate dashboard golden/actual/metadata artifacts and rerun compare_outputs.py for migration_evidence.
75,OP-MOE-DISTRIBUTE-DISPATCH-V2-001,torch_npu.npu_moe_distribute_dispatch_v2,accepted,pass,provisional_reference,ms_ops_pytest_rerun,matched_manual_and_code,npu_moe_distribute_dispatch_v2_op,28,exact,yes,../ms_ops/custom_ops/config/aclnn_ops.yaml;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_moe_distribute_dispatch_v2_op.cpp;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_moe_distribute_dispatch_v2_op.h;../ms_ops/docs/operators/npu_moe_distribute_dispatch_v2.md;../ms_ops/docs/operators/supported_operators.md;../ms_ops/docs/operators/supported_operators_CN.md;../ms_ops/tests/operators/aclnn/_moe_distribute_test_utils.py;../ms_ops/tests/operators/aclnn/test_npu_moe_distribute_dispatch_v2_op.py,"After refreshing ms_ops, remote pytest tests/operators/aclnn/test_npu_moe_distribute_dispatch_v2_op.py passed again. Dashboard golden/actual artifacts still need regeneration before upgrading to migration_evidence.",Regenerate dashboard golden/actual/metadata artifacts and rerun compare_outputs.py for migration_evidence.
76,OP-MOE-FINALIZE-ROUTING-001,torch_npu.npu_moe_finalize_routing,accepted,pass,provisional_reference,ms_ops_pytest_rerun,matched_manual_and_code,npu_moe_finalize_routing_op,29,exact,yes,../ms_ops/custom_ops/config/aclnn_ops.yaml;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_moe_finalize_routing_op.cpp;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_moe_finalize_routing_op.h;../ms_ops/docs/operators/npu_moe_finalize_routing.md;../ms_ops/docs/operators/supported_operators.md;../ms_ops/docs/operators/supported_operators_CN.md;../ms_ops/tests/operators/aclnn/test_npu_moe_finalize_routing_op.py,"After refreshing ms_ops, remote pytest tests/operators/aclnn/test_npu_moe_finalize_routing_op.py passed again. Dashboard golden/actual artifacts still need regeneration before upgrading to migration_evidence.",Regenerate dashboard golden/actual/metadata artifacts and rerun compare_outputs.py for migration_evidence.
78,OP-MOE-GATING-TOP-K-001,torch_npu.npu_moe_gating_top_k,accepted,pass,provisional_reference,ms_ops_pytest_rerun,matched_manual_and_code,npu_moe_gating_top_k_op,30,exact,yes,../ms_ops/custom_ops/config/aclnn_ops.yaml;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_moe_gating_top_k_op.cpp;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_moe_gating_top_k_op.h;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_moe_gating_top_k_softmax_op.cpp;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_moe_gating_top_k_softmax_op.h;../ms_ops/docs/operators/npu_moe_gating_top_k.md;../ms_ops/docs/operators/npu_moe_gating_top_k_softmax.md;../ms_ops/docs/operators/supported_operators.md,"After refreshing ms_ops, remote pytest tests/operators/aclnn/test_npu_moe_gating_top_k_op.py passed again. Dashboard golden/actual artifacts still need regeneration before upgrading to migration_evidence.",Regenerate dashboard golden/actual/metadata artifacts and rerun compare_outputs.py for migration_evidence.
80,OP-MOE-GATING-TOP-K-SOFTMAX-001,torch_npu.npu_moe_gating_top_k_softmax,accepted,pass,provisional_reference,ms_ops_pytest_rerun,matched_manual_and_code,npu_moe_gating_top_k_softmax_op,31,exact,yes,../ms_ops/custom_ops/config/aclnn_ops.yaml;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_moe_gating_top_k_softmax_op.cpp;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_moe_gating_top_k_softmax_op.h;../ms_ops/docs/operators/npu_moe_gating_top_k_softmax.md;../ms_ops/docs/operators/supported_operators.md;../ms_ops/docs/operators/supported_operators_CN.md;../ms_ops/tests/operators/aclnn/test_npu_moe_gating_top_k_softmax_op.py,"After refreshing ms_ops, remote pytest tests/operators/aclnn/test_npu_moe_gating_top_k_softmax_op.py passed again. Dashboard golden/actual artifacts still need regeneration before upgrading to migration_evidence.",Regenerate dashboard golden/actual/metadata artifacts and rerun compare_outputs.py for migration_evidence.
82,OP-MOE-INIT-ROUTING-001,torch_npu.npu_moe_init_routing,accepted,pass,provisional_reference,ms_ops_pytest_rerun,matched_manual_and_code,npu_moe_init_routing_op,32,exact,yes,../ms_ops/custom_ops/config/aclnn_ops.yaml;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_moe_init_routing_op.cpp;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_moe_init_routing_op.h;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_moe_init_routing_v2_op.cpp;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_moe_init_routing_v2_op.h;../ms_ops/docs/operators/npu_moe_init_routing.md;../ms_ops/docs/operators/npu_moe_init_routing_v2.md;../ms_ops/docs/operators/supported_operators.md,"After refreshing ms_ops, remote pytest tests/operators/aclnn/test_npu_moe_init_routing_op.py passed again. Dashboard golden/actual artifacts still need regeneration before upgrading to migration_evidence.",Regenerate dashboard golden/actual/metadata artifacts and rerun compare_outputs.py for migration_evidence.
84,OP-MOE-INIT-ROUTING-V2-001,torch_npu.npu_moe_init_routing_v2,blocked,blocked,tool_contract_only,ms_ops_pytest_rerun,matched_manual_and_code,npu_moe_init_routing_v2_op,128,exact,yes,../ms_ops/custom_ops/config/aclnn_ops.yaml;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_moe_init_routing_op.cpp;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_moe_init_routing_op.h;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_moe_init_routing_v2_op.cpp;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_moe_init_routing_v2_op.h;../ms_ops/docs/operators/npu_moe_init_routing.md;../ms_ops/docs/operators/npu_moe_init_routing_v2.md;../ms_ops/docs/operators/supported_operators.md,"After refreshing ms_ops, rerunning tests/operators/aclnn/test_npu_moe_init_routing_v2_op.py still fails during collection while building npu_moe_init_routing_v2_op.cpp. The compile error is reached from npu_moe_init_routing_v2_op.cpp:199 during MindSpore ConvertTypes instantiation for optional tensor/vector arguments.","Fix npu_moe_init_routing_v2_op.cpp launch argument conversion for optional IntArray/vector parameters, then rerun pytest and dashboard artifact collection."
85,OP-MOE-RE-ROUTING-001,torch_npu.npu_moe_re_routing,accepted,pass,provisional_reference,ms_ops_pytest_rerun,matched_manual_and_code,npu_moe_re_routing_op,33,exact,yes,../ms_ops/custom_ops/config/aclnn_ops.yaml;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_moe_re_routing_op.cpp;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_moe_re_routing_op.h;../ms_ops/docs/operators/npu_moe_re_routing.md;../ms_ops/docs/operators/supported_operators.md;../ms_ops/docs/operators/supported_operators_CN.md;../ms_ops/tests/operators/aclnn/test_npu_moe_re_routing_op.py,"After refreshing ms_ops, remote pytest tests/operators/aclnn/test_npu_moe_re_routing_op.py passed again. Dashboard golden/actual artifacts still need regeneration before upgrading to migration_evidence.",Regenerate dashboard golden/actual/metadata artifacts and rerun compare_outputs.py for migration_evidence.
87,OP-MROPE-001,torch_npu.npu_mrope,accepted,pass,provisional_reference,ms_ops_pytest,matched_manual_and_code,npu_mrope_op,62,exact,yes,../ms_ops/custom_ops/config/aclnn_ops.yaml;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_mrope_op.cpp;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_mrope_op.h;../ms_ops/docs/operators/npu_mrope.md;../ms_ops/docs/operators/supported_operators.md;../ms_ops/docs/operators/supported_operators_CN.md;../ms_ops/tests/operators/aclnn/test_npu_mrope_op.py,Refreshed remote ms_ops pytest file tests/operators/aclnn/test_npu_mrope_op.py completed successfully in the rope/norm batch; aggregate batch result was 13 passed.,Promote to migration_evidence only after dashboard golden/actual artifacts are collected and compared for this operator.
88,OP-PREFETCH-001,torch_npu.npu_prefetch,accepted,pass,provisional_reference,ms_ops_pytest,matched_manual_and_code,npu_prefetch_op,85,exact,yes,../ms_ops/custom_ops/config/aclnn_ops.yaml;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_prefetch_op.cpp;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_prefetch_op.h;../ms_ops/docs/operators/npu_prefetch.md;../ms_ops/docs/operators/supported_operators.md;../ms_ops/docs/operators/supported_operators_CN.md;../ms_ops/tests/operators/aclnn/test_npu_prefetch_op.py,Refreshed remote ms_ops pytest file tests/operators/aclnn/test_npu_prefetch_op.py completed successfully in the routing/sampling batch; aggregate batch result was 5 passed and 4 skipped.,Promote to migration_evidence only after dashboard golden/actual artifacts are collected and compared for this operator.
89,OP-QUANT-LIGHTNING-INDEXER-001,torch_npu.npu_quant_lightning_indexer,accepted,pass,provisional_reference,ms_ops_pytest,matched_manual_and_code,npu_quant_lightning_indexer_op,83,exact,yes,../ms_ops/custom_ops/config/aclnn_ops.yaml;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_quant_lightning_indexer_op.cpp;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_quant_lightning_indexer_op.h;../ms_ops/docs/operators/npu_ai_infra_quant_lightning_indexer.md;../ms_ops/docs/operators/npu_quant_lightning_indexer.md;../ms_ops/docs/operators/supported_operators.md;../ms_ops/docs/operators/supported_operators_CN.md;../ms_ops/tests/operators/aclnn/test_npu_ai_infra_quant_lightning_indexer_op.py,ms_ops tests/operators/aclnn/test_npu_quant_lightning_indexer_op.py completed successfully on the refreshed remote ms_ops checkout.,Promote to migration_evidence only after dashboard golden/actual artifacts are collected and compared.
90,OP-QUANT-MATMUL-001,torch_npu.npu_quant_matmul,accepted,pass,provisional_reference,ms_ops_pytest,matched_manual_and_code,npu_quant_matmul_op,41,exact,yes,../ms_ops/custom_ops/config/aclnn_ops.yaml;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_quant_matmul_op.cpp;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_quant_matmul_op.h;../ms_ops/docs/operators/npu_quant_matmul.md;../ms_ops/docs/operators/npu_trans_quant_param.md;../ms_ops/docs/operators/supported_operators.md;../ms_ops/docs/operators/supported_operators_CN.md;../ms_ops/tests/operators/aclnn/test_npu_quant_matmul_op.py,Refreshed remote ms_ops pytest file tests/operators/aclnn/test_npu_quant_matmul_op.py completed in the quant/matmul batch; aggregate batch result was 25 passed and 9 skipped across 34 collected tests.,Promote to migration_evidence only after dashboard golden/actual artifacts are collected and compared for this operator.
91,OP-RMSNORM-001,torch_npu.npu_rms_norm,accepted,pass,migration_evidence,compare,matched_manual_and_code,npu_rms_norm_op,51,exact,yes,../ms_ops/custom_ops/config/aclnn_ops.yaml;../ms_ops/docs/operators/npu_rms_norm.md;../ms_ops/docs/operators/supported_operators.md;../ms_ops/docs/operators/supported_operators_CN.md;../ms_ops/tests/operators/aclnn/test_npu_rms_norm_op.py,,
92,OP-ROTARY-MUL-001,torch_npu.npu_rotary_mul,accepted,pass,provisional_reference,ms_ops_pytest,matched_manual_and_code,npu_rotary_mul_op,60,exact,yes,../ms_ops/custom_ops/config/aclnn_ops.yaml;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_rotary_mul_op.cpp;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_rotary_mul_op.h;../ms_ops/docs/operators/npu_rotary_mul.md;../ms_ops/docs/operators/supported_operators.md;../ms_ops/docs/operators/supported_operators_CN.md;../ms_ops/tests/operators/aclnn/test_npu_rotary_mul_op.py,Refreshed remote ms_ops pytest file tests/operators/aclnn/test_npu_rotary_mul_op.py completed successfully in the rope/norm batch; aggregate batch result was 13 passed.,Promote to migration_evidence only after dashboard golden/actual artifacts are collected and compared for this operator.
93,OP-SCATTER-ND-UPDATE-001,torch_npu.npu_scatter_nd_update_,accepted,pass,provisional_reference,ms_ops_pytest,matched_manual_and_code,npu_scatter_nd_update_inplace_op,84,exact,yes,../ms_ops/custom_ops/config/aclnn_ops.yaml;../ms_ops/docs/operators/npu_scatter_nd_update_inplace.md;../ms_ops/docs/operators/supported_operators.md;../ms_ops/docs/operators/supported_operators_CN.md;../ms_ops/tests/operators/aclnn/test_npu_scatter_nd_update_op.py,"After latest ms_ops git pull, tests/operators/aclnn/test_npu_scatter_nd_update_op.py completed in the scatter/infra batch; aggregate batch result was 2 passed, 1 skipped, and 12 failed from npu_swiglu_mx_quant tests.",Promote to migration_evidence only after dashboard golden/actual artifacts are collected and compared for this operator.
94,OP-SCATTER-PA-KV-CACHE-001,torch_npu.npu_scatter_pa_kv_cache,accepted,pass,provisional_reference,ms_ops_pytest,matched_manual_and_code,npu_scatter_pa_kv_cache_op,20,exact,yes,../ms_ops/custom_ops/config/aclnn_ops.yaml;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_scatter_pa_kv_cache_op.cpp;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_scatter_pa_kv_cache_op.h;../ms_ops/docs/operators/npu_scatter_pa_kv_cache.md;../ms_ops/docs/operators/supported_operators.md;../ms_ops/docs/operators/supported_operators_CN.md;../ms_ops/tests/operators/aclnn/test_npu_scatter_pa_kv_cache_op.py,ms_ops tests/operators/aclnn/test_npu_scatter_pa_kv_cache_op.py completed successfully on the refreshed remote ms_ops checkout.,Promote to migration_evidence only after dashboard golden/actual artifacts are collected and compared.
95,OP-SWIGLU-001,torch_npu.npu_swiglu,accepted,pass,provisional_reference,ms_ops_pytest_rerun,matched_manual_and_code,npu_swiglu_op,70,exact,yes,../ms_ops/custom_ops/config/aclnn_ops.yaml;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_swiglu_mx_quant_op.cpp;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_swiglu_mx_quant_op.h;../ms_ops/docs/operators/npu_swiglu.md;../ms_ops/docs/operators/npu_swiglu_mx_quant.md;../ms_ops/docs/operators/supported_operators.md;../ms_ops/docs/operators/supported_operators_CN.md;../ms_ops/tests/operators/aclnn/test_npu_swiglu_mx_quant_op.py,"After latest ms_ops git pull, tests/operators/aclnn/test_npu_swiglu_op.py completed in the stale-case rerun; the rerun batch had 3 passed and 2 failed from other operators.",Promote to migration_evidence only after dashboard golden/actual artifacts are refreshed and compared for this operator.
96,OP-TOP-K-TOP-P-SAMPLE-001,torch_npu.npu_top_k_top_p_sample,accepted,pass,provisional_reference,ms_ops_pytest,matched_manual_and_code,npu_top_k_top_p_sample_op,91,exact,yes,../ms_ops/custom_ops/config/aclnn_ops.yaml;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_top_k_top_p_sample_op.cpp;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_top_k_top_p_sample_op.h;../ms_ops/docs/operators/npu_top_k_top_p_sample.md;../ms_ops/docs/operators/supported_operators.md;../ms_ops/docs/operators/supported_operators_CN.md;../ms_ops/tests/operators/aclnn/test_npu_top_k_top_p_sample_op.py,Refreshed remote ms_ops pytest file tests/operators/aclnn/test_npu_top_k_top_p_sample_op.py completed successfully in the routing/sampling batch; aggregate batch result was 5 passed and 4 skipped.,Promote to migration_evidence only after dashboard golden/actual artifacts are collected and compared for this operator.
97,OP-TRANSPOSE-BATCHMATMUL-001,torch_npu.npu_transpose_batchmatmul,accepted,pass,provisional_reference,ms_ops_pytest,matched_manual_and_code,npu_transpose_batchmatmul_op,103,exact,yes,../ms_ops/custom_ops/config/aclnn_ops.yaml;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_transpose_batchmatmul_op.cpp;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_transpose_batchmatmul_op.h;../ms_ops/docs/operators/npu_transpose_batchmatmul.md;../ms_ops/docs/operators/supported_operators.md;../ms_ops/docs/operators/supported_operators_CN.md;../ms_ops/tests/operators/aclnn/test_npu_transpose_batchmatmul_op.py,Refreshed remote ms_ops pytest file tests/operators/aclnn/test_npu_transpose_batchmatmul_op.py completed in the quant/matmul batch; aggregate batch result was 25 passed and 9 skipped across 34 collected tests.,Promote to migration_evidence only after dashboard golden/actual artifacts are collected and compared for this operator.
98,OP-AI-INFRA-QUANT-LIGHTNING-INDEXER-001,torch_npu.torch.ops.custom.npu_ai_infra_quant_lightning_indexer,accepted,pass,provisional_reference,ms_ops_pytest,matched_manual_and_code,npu_ai_infra_quant_lightning_indexer,160,exact,yes,../ms_ops/custom_ops/config/aclnn_ops.yaml;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_ai_infra_quant_lightning_indexer_op.cpp;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_ai_infra_quant_lightning_indexer_op.h;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_quant_lightning_indexer_op.cpp;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_quant_lightning_indexer_op.h;../ms_ops/docs/operators/npu_ai_infra_quant_lightning_indexer.md;../ms_ops/docs/operators/npu_quant_lightning_indexer.md;../ms_ops/docs/operators/supported_operators.md,"After latest ms_ops git pull, tests/operators/aclnn/test_npu_quant_lightning_indexer_op.py completed successfully in the remaining infra batch; aggregate batch result was 5 passed and 4 skipped.",Promote to migration_evidence only after dashboard golden/actual artifacts are collected and compared for this operator.
501,OP-FLASH-ATTENTION-UNPAD-001,torch_npu._npu_flash_attention_unpad,blocked,blocked,tool_contract_only,ms_ops_pytest,matched_manual_and_code,_npu_flash_attention_unpad_op,118,exact,yes,../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/_npu_flash_attention_unpad_op.cpp;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/_npu_flash_attention_unpad_op.h;../ms_ops/docs/operators/npu_flash_attention_unpad.md;../ms_ops/docs/operators/supported_operators.md;../ms_ops/docs/operators/supported_operators_CN.md;../ms_ops/tests/operators/aclnn/test_npu_flash_attention_unpad_op.py,"ms_ops tests/operators/aclnn/test_npu_flash_attention_unpad_op.py fails during collection/build. _npu_flash_attention_unpad_op.cpp references ATB symbols unavailable in the current environment: atb::infer, HashOpParam<...>, and ms::pynative::RunAtbOp.","Align the ATB/MindSpore custom-op integration or environment headers/libraries, then rerun pytest and dashboard artifact collection."
502,OP-RECURRENT-GATED-DELTA-RULE-001,torch_npu.npu_recurrent_gated_delta_rule,accepted,pass,provisional_reference,ms_ops_pytest,matched_manual_and_code,npu_recurrent_gated_delta_rule_op,104,exact,yes,../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_recurrent_gated_delta_rule_op.cpp;../ms_ops/custom_ops/ms_adapter/pynative/manual/ops/npu_recurrent_gated_delta_rule_op.h;../ms_ops/docs/operators/npu_recurrent_gated_delta_rule.md;../ms_ops/docs/operators/supported_operators.md;../ms_ops/docs/operators/supported_operators_CN.md;../ms_ops/tests/operators/aclnn/test_npu_recurrent_gated_delta_rule_op.py,Refreshed remote ms_ops pytest file tests/operators/aclnn/test_npu_recurrent_gated_delta_rule_op.py completed successfully in the routing/sampling batch; aggregate batch result was 5 passed and 4 skipped.,Promote to migration_evidence only after dashboard golden/actual artifacts are collected and compared for this operator.
